PublicationDate,PropertyNumber,County,LocalAuthority,Category,Uses,Address1,Address2,Address3,Address4,Address5,CarPark,ValuationReport__Level,ValuationReport__FloorUse,ValuationReport__Area,ValuationReport__NavPerM2,ValuationReport__Nav
17/09/2019,629176,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 16 FL 1,DELGANY,RATHDOWN 2 CO. WICKLOW,,,0,1,OFFICE(S),43.46,60,2607.6
17/09/2019,2195893,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: SUITE 3 FLOOR 1,FARRANKELLY,KILCOOLE,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),121.36,60,7281.6
,,,,,,,,,,,,1,ALLOWANCE,-1,1456.32,-1456.32
17/09/2019,2207475,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 2B,KILLINCARRIG,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),22.94,90,2064.6
,,,,,,,,,,,,1,OFFICE(S),1,516.15,516.15
17/09/2019,2162405,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -","74-77/1 (0, FRONT). BOND STREET",WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),140.4,90,12636
17/09/2019,1543183,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",12 (FIRST FLOOR) MAIN STREET UPPER,ARKLOW,CO. WICKLOW,,,0,1,OFFICE(S),33.78,70,2364.6
17/09/2019,2186352,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",32/UNIT 3 TRAFALGAR ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,0,OFFICE(S),56.89,120,6826.8
17/09/2019,2186350,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -","32 /UNIT 4 (ROOMS 1,3,4) TRAFALGAR ROAD",GREYSTONES/DELGANY,CO. WICKLOW,,,0,1,OFFICE(S),35.61,84,2991.24
13/12/2021,5024721,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), ",COSY CORNER,WOOL GREEN STREET,CARNEW,CO. WICKLOW,,0,0,OFFICE(S),35.63,60,2137.8
,,,,,,,,,,,,1,OFFICE(S),39.68,42,1666.56
02/11/2022,5025200,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",5 Florence Road,Bray,Co. Wicklow,,,0,0,OFFICE(S),11.3,120,1356
,,,,,,,,,,,,0,RECEPTION,1.78,120,213.6
19/12/2022,5026693,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), ",unit 1 Mariners View,Kimberly Road,Greystones,Co Wicklow,,0,0,OFFICE(S),120.86,120,14503.2
17/09/2019,2161518,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",45/UNITS 4 & 5. DUBLIN ROAD,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),82.5,66,5445
,,,,,,,,,,,,0,WORKSHOP,88.4,66,5834.4
,,,,,,,,,,,,1,OFFICE(S),170.9,66,11279.4
02/11/2022,2197607,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",1C (I) IRISHTOWN,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),457.5,120,54900
,,,,,,,,,,,,1,OFFICE(S),455.38,120,54645.6
,,,,,,,,,,,,2,OFFICE(S),455.38,120,54645.6
,,,,,,,,,,,,0,WAREHOUSE,1414,60,84840
17/09/2019,649340,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 52,CARNEW,SHILLELAGH CO. WICKLOW,,,0,0,OFFICE(S),42.06,60,2523.6
,,,,,,,,,,,,1,OFFICE(S),35.46,42,1489.32
14/01/2021,657955,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",GROUND FLOOR (PART),3 KILLARNEY VILLAS,BRAY,CO.WICKLOW,,0,0,OFFICE(S),40.19,120,4822.8
02/09/2021,5023562,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), ",UNIT 18A FLOOR 1,BALLINACOR,TINAHELY,SHILLELAGH CO. WICKLOW,,0,1,OFFICE(S),55.38,70,3876.6
14/10/2021,5020743,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), NO USE SELECTED",Yarra Yarra,Beach Road,Greystones,Co. Wicklow,,0,0,OFFICE(S),76.61,120,9193.2
,,,,,,,,,,,,1,OFFICE(S),68.28,84,5735.52
17/09/2019,5018561,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -","3 (FL 2pt,) MARKET SQUARE",WICKLOW,CO. WICKLOW,,,0,2,OFFICE(S),41.66,49,2041.34
17/09/2019,5018658,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",UNIT 54 SOUTHERN CROSS BUS PK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),88.95,72,6404.4
17/09/2019,5019294,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",2AB/UNIT 31 EGAN BUSINESS CENTRE DARGLE ROAD,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),42.16,90,3794.4
17/09/2019,622363,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",49 50 MAIN STREET,BALTINGLASS,CO. WICKLOW,,,0,0,OFFICE(S),28.2,60,1692
17/09/2019,629815,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 2A,KILLINCARRIG,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),25.73,90,2315.7
,,,,,,,,,,,,1,OFFICE(S),1,578.925,578.925
17/09/2019,2144599,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",1/7C (0) KILCOOLE IND EST,KILCOOLE,CO. WICKLOW,,,0,0,OFFICE(S),288,60,17280
17/09/2019,2186315,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",LOCAL NO/MAP REF: 1F/FIRST FLOOR UNIT 1,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),53.03,56,2969.68
,,,,,,,,,,,,2,OFFICE(S),64.49,40,2579.6
17/09/2019,2186316,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",LOCAL NO/MAP REF: 1F/FIRST FLOOR UNIT 2.,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),53.03,56,2969.68
,,,,,,,,,,,,2,OFFICE(S),64.49,40,2579.6
17/09/2019,2186348,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",IN 65BC/UNIT 4 CHURCH ROAD,GREYSTONES/DELGANY,CO. WICKLOW,,,0,1,OFFICE(S),25.08,90,2257.2
,,,,,,,,,,,,1,OFFICE(S),1,564.3,564.3
17/09/2019,2194890,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 7071/1,CARNEW,SHILLELAGH CO. WICKLOW,,,0,0,OFFICE(S),32.31,60,1938.6
06/01/2023,5025643,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), SURGERY",Saint Jude's,Fair Green,Rathdrum,Co. Wicklow.,,0,0,OFFICE(S),33.93,80,2714.4
,,,,,,,,,,,,1,OFFICE(S),33.67,56,1885.52
17/09/2019,2162529,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",3/2 FITZWILLIAM ROAD,WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),18.52,90,1666.8
06/01/2023,635845,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"STUDIO, WORKSHOP",LOCAL NO/MAP REF: 1ABCD.2A.3,BALLYHENRY,KILLISKEY,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),1018.35,48,48880.8
,,,,,,,,,,,,1,OFFICE(S),935.64,48,44910.72
,,,,,,,,,,,,2,OFFICE(S),321.08,48,15411.84
,,,,,,,,,,,,0,WAREHOUSE,5944.18,48,285320.64
,,,,,,,,,,,,1,WAREHOUSE,536.13,40,21445.2
,,,,,,,,,,,,2,WAREHOUSE,536.13,40,21445.2
,,,,,,,,,,,,3,WAREHOUSE,536.13,40,21445.2
,,,,,,,,,,,,MEZZ   ,WAREHOUSE,157.55,8,1260.4
,,,,,,,,,,,,0,WORKSHOP,1451.25,40,58050
,,,,,,,,,,,,MEZZ   ,WORKSHOP,330.12,8,2640.96
,,,,,,,,,,,,0,STORE,4568,40,182720
,,,,,,,,,,,,0,YARD,1,20000,20000
,,,,,,,,,,,,0,ALLOWANCE,-1,72353,-72353
14/01/2021,627255,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",Local Map Ref 11/4,Main Street,Blessington,Co. Wicklow.,,0,1,OFFICE(S),25,60,1500
02/09/2021,5023646,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), ",2 HERBERT ROAD,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),30,84,2520
22/10/2021,5021095,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), NO USE SELECTED","Unit 3, First Floor,",1C Wexford Road,Arklow,Co. Wicklow,,0,1,OFFICE(S),57.38,70,4016.6
22/10/2021,5021097,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), NO USE SELECTED","Unit 6, 2nd Floor,",1C Wexford Road,Arklow,Co. Wicklow,,0,2,OFFICE(S),57.7,49,2827.3
,,,,,,,,,,,,2,OFFICE(S),-4.79,0,0
17/09/2019,2195897,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: SUITE 4 FLOOR 1,FARRANKELLY,KILCOOLE,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),121.36,60,7281.6
,,,,,,,,,,,,1,ALLOWANCE,-1,1456.32,-1456.32
21/01/2022,5024685,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), ",THE STUDIO KIRCULLEN,"KINLEN ROAD,  GREYSTONES",CO. WICKLOW,RATHDOWN 2 CO. WICKLOW,,0,0,OFFICE(S),21.69,120,2602.8
06/01/2023,655426,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",5 Florence Road,Bray,Co. Wicklow,,,0,1,OFFICE(S),7.95,120,954
,,,,,,,,,,,,0,OFFICE(S),1.78,120,213.6
06/01/2023,5026304,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",5 Florence Road,Bray,Co. Wicklow,,,0,1,OFFICE(S),13.86,120,1663.2
,,,,,,,,,,,,0,RECEPTION,1.78,120,213.6
17/09/2019,2161269,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), -",45/UNIT 1 (1) DUBLIN ROAD,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),89.6,72,6451.2
17/09/2019,2162407,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -","74-77/3 (0, RERE). BOND STREET",WICKLOW,CO. WICKLOW,,,0,0,OFFICE(S),120.6,90,10854
17/09/2019,2199979,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 3/A,BALLYCRONE,KILCOOLE,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),91.35,80,7308
,,,,,,,,,,,,1,OFFICE(S),86.15,56,4824.4
17/09/2019,2207182,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",23A/ 1ST FLOOR MAIN STREET,WICKLOW,CO. WICKLOW,,,0,1,OFFICE(S),37.6,70,2632
17/09/2019,656562,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",7 FLR 0 QUINSBOROUGH TERRACE,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),43.82,120,5258.4
14/01/2021,5022845,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), ",45 (FL 2) DUBLIN ROAD,BRAY,CO. WICKLOW,,,0,2,OFFICE(S),1050,120,126000
,,,,,,,,,,,,0,CAR SPACES (NO. OF),5,150,750
17/09/2019,2187478,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 3B(PT 1ST RIGHT),KILCOOLE,RATHDRUM CO. WICKLOW,,,0,1,OFFICE(S),108.17,60,6490.2
,,,,,,,,,,,,1,ALLOWANCE,-1,1298.04,-1298.04
17/09/2019,622337,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 63,BALTINGLASS EAST,BALTINGLASS,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),128.45,60,7707
,,,,,,,,,,,,1,OFFICE(S),150.3,42,6312.6
,,,,,,,,,,,,2,OFFICE(S),65.25,30,1957.5
,,,,,,,,,,,,0,STORE,60,60,3600
,,,,,,,,,,,,1,STORE,60,42,2520
17/09/2019,2187093,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: PART 24 MAIN ST.,TINAHELY,SHILLELAGH CO. WICKLOW,,,0,0,OFFICE(S),37.67,60,2260.2
17/09/2019,2195881,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: UNIT 1 FIRST FLOOR,FARRANKELLY,KILCOOLE,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),121.36,60,7281.6
,,,,,,,,,,,,1,ALLOWANCE,-1,1456.32,-1456.32
17/09/2019,2195866,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -","LOCAL NO/MAP REF: BLOCK 6, FLR 1",MERRYMEETING,WICKLOW RURAL,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),374.1,80,29928
17/09/2019,2207464,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 4A,KILLINCARRIG,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),18.6,90,1674
,,,,,,,,,,,,1,OFFICE(S),1,418.5,418.5
06/01/2023,5026305,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",First Floor,5 Florence Road,Bray,Co. Wicklow,,0,1,OFFICE(S),10.99,120,1318.8
,,,,,,,,,,,,0,RECEPTION,1.78,120,213.6
02/11/2022,5026339,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",5 Florence Road,Bray,Co. Wicklow,,,0,0,OFFICE(S),17.01,120,2041.2
,,,,,,,,,,,,0,RECEPTION,1.78,120,213.6
17/09/2019,2207181,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -","6 CHURCH STREET, 2ND FLOOR CHURCH STREET",WICKLOW,CO. WICKLOW,,,0,2,OFFICE(S),173.98,44,7655.12
31/01/2023,622569,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (INDUSTRIAL), SURGERY",SAINT JOSEPHS,BAWNOGUES,BALTINGLASS,CO. WICKLOW,,0,0,OFFICE(S),306.76,38.4,11779.584
17/09/2019,2181433,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",6/1 RAILWAY PLACE,GREYSTONES/DELGANY,CO. WICKLOW,,,0,0,OFFICE(S),53.35,120,6402
,,,,,,,,,,,,0,STORE,4.66,120,559.2
17/09/2019,2181669,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",LOCAL NO/MAP REF: 1A/ UNIT 3B,K/RUDDERY DEM E,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,0,OFFICE(S),71.16,90,6404.4
,,,,,,,,,,,,1,OFFICE(S),71.41,63,4498.83
17/09/2019,2181670,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",LOCAL NO/MAP REF: 1A/ UNIT 1B(1),K/RUDDERY DEM E,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,0,OFFICE(S),49.98,90,4498.2
17/09/2019,2182320,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 56A,KINDLESTOWN LR GT,GREYSTONES,RATHDOWN 2 CO. WICKLOW,,0,0,OFFICE(S),85.08,120,10209.6
17/09/2019,651373,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",18/AC MAIN STREET,ARKLOW,CO. WICKLOW,,,0,1,OFFICE(S),34.67,70,2426.9
17/09/2019,2189040,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (GEORGIAN / VICTORIAN), -",12A  (FL 0) PRINCE OF WALES TERRACE,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),82.53,120,9903.6
17/09/2019,2190962,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",UNIT 11  FL 1 BROOMHALL BUSINESS PARK,RATHNEW,CO. WICKLOW,,,0,1,OFFICE(S),55.9,80,4472
17/09/2019,2164422,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",LOCAL NO/MAP REF: 7A/A/B UNIT D,GLENCORMICK S,KILMACANOGUE,RATHDOWN 2 CO. WICKLOW,,0,0,OFFICE(S),213.86,80,17108.8
,,,,,,,,,,,,1,OFFICE(S),234.11,80,18728.8
17/09/2019,2202007,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (3RD GENERATION), -","BLOCK D, CIVIC CENTRE (FLOOR3/1) MAIN STREET",BRAY,CO. WICKLOW,,,3,3,OFFICE(S),162.09,120,19450.8
,,,,,,,,,,,,-1,CAR SPACES (NO. OF),3,150,450
17/09/2019,2202358,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",4 - 7 (FLOOR 1) CASTLE STREET,BRAY,CO. WICKLOW,,,0,1,GYMNASIUM,289.67,90,26070.3
,,,,,,,,,,,,1,ALLOWANCE,-1,5214.06,-5214.06
14/10/2021,5023965,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), ",UNIT 7,NEWTOWN ENTERPRISE CENTRE,NEWTOWN SQUARE MAIN STREET,BLESSINGTON,CO. WICKLOW,0,0,OFFICE(S),80.97,80,6477.6
,,,,,,,,,,,,1,OFFICE(S),84.21,56,4715.76
14/10/2021,5023964,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), ",Unit 5,Newtown Enterprise Centre,Newtown Square,Main Street Blessington,Co. Wicklow,0,0,OFFICE(S),80.97,80,6477.6
,,,,,,,,,,,,1,OFFICE(S),84.21,56,4715.76
14/10/2021,5023881,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), ",ATS CHARTERED ACCOUNTANTS,"OFFICE 4,  WATSON & JOHNSON CENTRE,  MILL ROAD",CO. WICKLOW,RATHDOWN 2 CO. WICKLOW,,0,1,OFFICE(S),23.24,90,2091.6
06/01/2023,2207454,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: BLOCK 6 SUITE 6A,MERRYMEETING,WICKLOW RURAL,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),45.52,80,3641.6
17/09/2019,2211251,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 6BA/1 (FIRST FLOOR),BOLLARNEY NORTH,WICKLOW RURAL,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),156.72,70,10970.4
,,,,,,,,,,,,1,ALLOWANCE,-1,2194.08,-2194.08
17/09/2019,2212551,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",80/2 MAIN STREET LOWER,ARKLOW,CO. WICKLOW,,,0,1,OFFICE(S),28.8,70,2016
,,,,,,,,,,,,2,OFFICE(S),49.29,49,2415.21
17/09/2019,2212569,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",1C / 3 WEXFORD ROAD,ARKLOW,CO. WICKLOW,,,0,1,OFFICE(S),119.51,70,8365.7
,,,,,,,,,,,,1,ALLOWANCE,-1,1673.14,-1673.14
12/11/2021,5024642,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"NO USE SELECTED, NO USE SELECTED",LOCAL NO/MAP REF: 8A (UNIT 10),FIRST FLOOR,WATSON & JOHNSON CENTRE,MILL ROAD,GREYSTONES CO. WICKLOW,0,1,OFFICE(S),27.58,80,2206.4
06/01/2023,5024977,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",Suite 7,Block 6 Broomhall Business & Enterprise Park,Rathnew,Co. Wicklow,,0,1,OFFICE(S),79.41,80,6352.8
14/01/2021,1034760,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",First floor,Lot 64C (1st flr)/H Main Street,Arklow,Co. Wicklow,,0,1,OFFICE(S),46.39,70,3247.3
17/09/2019,2200403,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 6 GROUND FLOOR PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),62.38,90,5614.2
,,,,,,,,,,,,0,OFFICE(S),-3.88,90,-349.2
17/09/2019,2200404,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 6 FIRST FLOOR PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),50.35,63,3172.05
,,,,,,,,,,,,1,OFFICE(S),-11.37,63,-716.31
17/09/2019,2200418,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OFFICE PARK), -",UNIT 17 PARKLANDS OFFICE PARK,BRAY,CO. WICKLOW,,,0,0,OFFICE(S),67.3,90,6057
,,,,,,,,,,,,0,OFFICE(S),-3.11,90,-279.9
17/09/2019,2199535,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: 20.21.22/A FIRST FLOOR,NEWTOWNMOUNTKENNEDY,NEWCASTLE UPPER,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),29.97,60,1798.2
,,,,,,,,,,,,1,OFFICE(S),1,449.55,449.55
17/09/2019,2199985,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",LOCAL NO/MAP REF: 9TO14/4,NEWTOWNMOUNTKENNEDY,NEWCASTLE UPPER,RATHDRUM CO. WICKLOW,,0,0,OFFICE(S),88.58,80,7086.4
17/09/2019,5017809,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",74**76 MAIN STREET,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),29.65,90,2668.5
,,,,,,,,,,,,1,OFFICE(S),1,667,667
17/09/2019,5018995,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",2AB/UNIT 63 EGAN BUSINESS CENTRE DARGLE ROAD,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),29.61,90,2664.9
,,,,,,,,,,,,1,OFFICE(S),1,665,665
,,,,,,,,,,,,1,ALLOWANCE,-1,996,-996
17/09/2019,625619,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",LOCAL NO/MAP REF: 64,DUNLAVIN UPPER,DUNLAVIN,BALTINGLASS 1 CO. WICKLOW,,0,0,OFFICE(S),47,60,2820
17/09/2019,627174,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), RESTAURANT",8 BLESSINGTON,BLESSINGTON,CO. WICKLOW,,,0,0,RESTAURANT,91.5,80,7320
17/09/2019,627242,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"CREDIT UNION, -",50A MAIN STREET,BLESSINGTON,CO. WICKLOW,,,0,0,OFFICE(S),82.86,80,6628.8
,,,,,,,,,,,,1,OFFICE(S),31.69,56,1774.64
17/09/2019,1035375,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",33 (1ST FLR RIGHT) MAIN STREET,BRAY,CO. WICKLOW,,,0,1,OFFICE(S),65,90,5850
17/09/2019,1543185,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",12 (FIRST FLOOR) MAIN STREET UPPER,ARKLOW,CO. WICKLOW,,,0,1,OFFICE(S),14.94,70,1045.8
,,,,,,,,,,,,1,OFFICE(S),1,261.45,261.45
17/09/2019,2186314,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OWN DOOR), -",LOCAL NO/MAP REF: 1F/FIRST FLOOR UNIT 3,BLESSINGTON DEMESNE,BLESSINGTON,BALTINGLASS 1 CO. WICKLOW,,0,1,OFFICE(S),53.03,56,2969.68
,,,,,,,,,,,,2,OFFICE(S),64.49,40,2579.6
17/09/2019,2186681,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (HOUSE), -",PART 28B MAIN STREET,BALTINGLASS,CO. WICKLOW,,,0,0,OFFICE(S),70.69,60,4241.4
17/09/2019,2195892,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (OVER THE SHOP), -",LOCAL NO/MAP REF: SUITE 2 FLOOR 1,FARRANKELLY,KILCOOLE,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),121.36,60,7281.6
,,,,,,,,,,,,1,ALLOWANCE,-1,1456.32,-1456.32
17/09/2019,2207455,WICKLOW,WICKLOW COUNTY COUNCIL,OFFICE,"OFFICE (BUSINESS PARK), -",LOCAL NO/MAP REF: BLOCK 6 SUITE 6B,MERRYMEETING,WICKLOW RURAL,RATHDRUM CO. WICKLOW,,0,1,OFFICE(S),31.81,80,2544.8
